id,logFC,AveExpr,t,P.Value,adj.P.Val,B,TargetFullName,Target,EntrezGeneSymbol,Type
CAMK2D.3419.49.2,0.0221765854125606,8.129701252261501,1.761096846779525,0.1831854060383543,0.5413118045059527,-4.9070985455907525,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,CAMK2D,Protein
LPO.4801.13.3,-0.1987728772231687,7.836517973348216,-1.7523464886976468,0.1404715854821005,0.885979784244267,-4.921306965362455,Lactoperoxidase,PERL,LPO,Protein
IDE.3197.70.2,-0.4608084290910762,8.501618687731355,1.7514383630084611,0.2160494954017427,0.1041020851999322,-4.92277807128113,Insulin-degrading enzyme,IDE,IDE,Protein
PLCG1.4563.61.2,-0.3375712935728123,6.92089649428063,-1.7505010055942298,0.7940371683459717,0.9108788743784836,-4.924295846552805,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",PLCG1,PLCG1,Protein
PIM1.5359.65.3,-0.2958071787804897,7.366415348418818,-1.7474108741023218,0.18042695507932,0.9975038091404568,-4.92929448329128,Serine/threonine-protein kinase pim-1,PIM1,PIM1,Protein
TNFRSF1A.2654.19.1,0.2303304378266176,7.907803302310938,1.7443315868390965,0.4774709206923084,0.9133973979323466,-4.93426805668388,Tumor necrosis factor receptor superfamily member 1A,TNF sR-I,TNFRSF1A,Protein
CSF3R.2719.3.4,-0.0534834653265464,8.211791570235254,-1.744154157598875,0.1514478719742724,0.6114878768447024,-4.934554406218879,Granulocyte colony-stimulating factor receptor,G-CSF-R,CSF3R,Protein
C9.3060.43.2,-0.0257673646963771,14.378975921197346,1.7432419830803243,0.1120776158457584,0.0382296972007457,-4.936026152723605,Complement component C9,C9,C9,Protein
IL27RA.5132.71.3,0.0046626644752053,7.77530835977902,-1.7422222690994658,0.2798073322156563,0.3049366205009886,-4.937670627776482,Interleukin-27 receptor subunit alpha,TCCR,IL27RA,Protein
HIPK3.3443.61.2,0.1813247311214199,6.86514782494439,-1.7397270239615403,0.00031057448635005104,0.0802798391484033,-4.941691188627367,Homeodomain-interacting protein kinase 3,HIPK3,HIPK3,Protein
PLG.3710.49.2,-0.1927533414111676,11.143434773217717,-1.736665306974262,0.3375541915704028,0.3287388802100024,-4.946617749187864,Angiostatin,Angiostatin,PLG,Protein
IL22RA2.5087.5.3,-0.0967584669417928,9.236190477585597,-1.7295936915229932,0.5033380063209183,0.0040877547061768,-4.957968112872209,Interleukin-22 receptor subunit alpha-2,IL-22BP,IL22RA2,Protein
PLA2G7.5015.15.1,0.1113926376311541,7.675893002184874,-1.714769082282395,0.1997362340085499,0.6180692411403195,-4.981633289815921,Platelet-activating factor acetylhydrolase,PAFAH,PLA2G7,Protein
LAYN.2635.61.2,-0.0140165159648899,8.397667396546817,1.6996648475733094,0.7935158993776419,0.9786087692838754,-5.005564339760738,Layilin,Layilin,LAYN,Protein
HAVCR2.5134.52.2,-0.0025396138384322,10.752258694078378,1.6968540730686537,0.7670102871242841,0.1662638965435693,-5.009997549183262,Hepatitis A virus cellular receptor 2,TIMD3,HAVCR2,Protein
CTSE.3594.6.5,-0.1436388234676566,6.963607305529697,-1.69033573940043,0.2230051374922747,0.932565995892664,-5.020253994388346,Cathepsin E,CATE,CTSE,Protein
EFNB1.13104.32.3,-0.0623550049995279,8.097458161285509,1.6885420548976164,0.0230045174279257,0.885979784244267,-5.023070326945873,Ephrin-B1,EFNB1,EFNB1,Protein
IL1RL1.4234.8.2,-0.0888206610858125,9.351918805937078,-1.6840344565669092,0.695842772208477,0.271908902774418,-5.030136459169794,Interleukin-1 receptor-like 1,IL-1 R4,IL1RL1,Protein
PRSS22.4534.10.2,0.1246802194097601,7.995090379918382,-1.6835836647009697,0.6338963373804936,0.5443090997661443,-5.030842223399651,Brain-specific serine protease 4,BSSP4,PRSS22,Protein
PLA2G2E.2447.7.4,-0.3408068412089195,5.870051613674172,1.6796310322906418,0.5851958806259725,0.9975038091404568,-5.037023496803974,Group IIE secretory phospholipase A2,GIIE,PLA2G2E,Protein
PRKCG.5476.66.3,0.1381096971105441,5.798520978603662,-1.6787326170335723,0.983299250213462,0.0091719565690203,-5.038426716564458,Protein kinase C gamma type,PKC-G,PRKCG,Protein
TNFRSF4.3730.81.2,-0.12972225879298,7.124720857059133,-1.6776968941193624,0.246714464276908,0.5958242104641046,-5.040043587608071,Tumor necrosis factor receptor superfamily member 4,TNR4,TNFRSF4,Protein
JAM3.2998.53.2,0.0517462215546908,8.883662580433587,1.6720921817912124,0.2595317118892171,0.072546417582136,-5.048778118436141,Junctional adhesion molecule C,JAM-C,JAM3,Protein
CST1.5459.33.3,0.044945460325784,9.13660772885946,1.6706079626413657,0.7963449431483776,0.6420337438321537,-5.05108691905897,Cystatin-SN,CYTN,CST1,Protein
GRB2.5464.52.3,0.0528288720422398,9.521646329618786,1.6681609256659446,0.8884903141698753,0.5808013782441629,-5.054889561450086,Growth factor receptor-bound protein 2,GRB2 adapter protein,GRB2,Protein
TAGLN2.9201.13.3,-0.289920240156443,9.679958187306877,1.6659585617294983,0.454779042073964,0.5808013782441629,-5.058307850100668,Transgelin-2,Transgelin-2,TAGLN2,Protein
IGFBP2.8469.41.3,-0.0354272329789358,6.677196365685646,1.6658915336174254,0.1226258236709648,0.7242504145691859,-5.058411822938245,Insulin-like growth factor-binding protein 2,IGFBP-2,IGFBP2,Protein
GPNMB.5080.131.3,-0.0808755392371685,9.82319730150986,-1.66299543133531,0.4246365548538725,0.6161811223568996,-5.062900736194033,Transmembrane glycoprotein NMB,GPNMB,GPNMB,Protein
TGFBR3.3009.3.2,-0.1732271562157591,12.591429005942995,-1.6588821251307104,0.4532356205369051,0.5098910912193867,-5.069264631091634,Transforming growth factor beta receptor type 3,TGF-b R III,TGFBR3,Protein
CKB.CKM.3714.49.2,-0.1605452056704195,7.920143834234127,-1.6565839656388244,0.0252151463518944,0.2008384280692075,-5.072814258515081,Creatine kinase M-type:Creatine kinase B-type heterodimer,CK-MB,CKB CKM,Protein
IFNAR1.9183.7.3,0.2621400323772373,9.279407201152369,-1.6553744369045285,0.2271851804552709,0.7812308053341575,-5.074680719853556,Interferon alpha/beta receptor 1,IFN-a/b R1,IFNAR1,Protein
CDH6.3591.51.3,-0.0221981184428397,7.463114554355521,-1.6516891585042308,0.939241137940416,0.5182964829489694,-5.080360274256212,Cadherin-6,Cadherin-6,CDH6,Protein
SPHK2.4468.21.2,0.0395106665429896,6.191989242433975,1.6455900611002363,0.3494718287628225,0.943174598822458,-5.089735662451745,Sphingosine kinase 2,SPHK2,SPHK2,Protein
XPNPEP1.3481.87.1,0.2646952097226874,10.213685828389703,1.6443438774275545,0.953388026432736,0.2354275542889292,-5.091647548793595,Xaa-Pro aminopeptidase 1,XPNPEP1,XPNPEP1,Protein
PKM2.4240.31.2,0.2536437146017384,9.258460334399972,-1.6418836030086548,0.1118047965862699,0.9804733046048976,-5.095418378114086,Pyruvate kinase PKM,M2-PK,PKM2,Protein
FIGF.13098.93.3,0.0826672992762927,6.591654550326296,1.638704196446641,0.7291127756879903,0.6420337438321537,-5.100284118959955,Vascular endothelial growth factor D,VEGF-D,FIGF,Protein
ENTPD5.4437.56.3,-0.0944228320435053,9.364532126531005,-1.636374320526601,0.0180993772328191,0.0629831349967196,-5.10384452037562,Ectonucleoside triphosphate diphosphohydrolase 5,ENTP5,ENTPD5,Protein
EPHA1.3431.54.2,0.0234842371268409,11.708122851486214,1.6329690690246828,0.0654765166977177,0.9133973979323466,-5.109040303911033,Ephrin type-A receptor 1,EphA1,EPHA1,Protein
CCL11.5301.7.3,0.0465400350229893,11.85036819818661,1.6278835109193397,0.9266533566766876,0.1847185401072068,-5.116782322693973,Eotaxin,Eotaxin,CCL11,Protein
PFDN5.4271.75.2,-0.5279063843626233,6.624582488007816,1.6277431596857743,0.2648474407307606,0.739120469850096,-5.116995687738543,Prefoldin subunit 5,PFD5,PFDN5,Protein
ANXA2.4961.17.1,-0.0006507866735552036,10.282429749900556,1.6254425242619093,1.3273448665381518e-13,0.5051724211501188,-5.120490872326174,Annexin A2,annexin II,ANXA2,Protein
TNFRSF1B.3152.57.1,0.256285121771325,10.954842455646684,1.6249630312945895,0.3245234886751913,0.7719267140271864,-5.121218786155391,Tumor necrosis factor receptor superfamily member 1B,TNF sR-II,TNFRSF1B,Protein
IRF1.10351.51.3,-0.0388033340705513,8.669983576878124,1.6241670021505037,0.4447970144959978,0.885979784244267,-5.12242681596908,Interferon regulatory factor 1,IRF1,IRF1,Protein
SEMA6B.5121.3.2,-0.0779614021053896,9.94807248672246,1.623050025332872,0.8677040928678432,0.3894638657477828,-5.124121033496801,Semaphorin-6B,SEM6B,SEMA6B,Protein
ACVRL1.2969.11.1,0.0723024255768529,8.346319761044532,-1.6213279557576927,0.2494822639031191,0.5814613011802955,-5.126731051156334,Serine/threonine-protein kinase receptor R3,ALK-1,ACVRL1,Protein
RPS3.5026.66.1,0.0367698381450377,5.524047335689888,1.6164023563918384,0.8706777176595041,0.6233252604052278,-5.134183042825954,40S ribosomal protein S3,RS3,RPS3,Protein
ERBB3.2617.56.35,0.169111818066783,6.390263100801919,-1.6074496010824275,0.0562225427280636,0.6899927345676813,-5.147676899425895,Receptor tyrosine-protein kinase erbB-3,ERBB3,ERBB3,Protein
CA4.3177.49.2,0.1311559930806184,9.356487925468992,1.6038300189123302,0.8252797361006357,0.9855894567876136,-5.153113785687328,Carbonic anhydrase 4,Carbonic Anhydrase IV,CA4,Protein
DSC3.4981.6.1,-0.0109396880591657,6.067777704843576,-1.6032028445936295,0.000215487942292506,0.7743317351900647,-5.154054755967014,Desmocollin-3,DSC3,DSC3,Protein
RAC3.5271.5.2,-0.0457648320333414,10.237845384682466,-1.6027649366198211,0.0701873372331656,0.013169668448067,-5.154711572247306,Ras-related C3 botulinum toxin substrate 3,RAC3,RAC3,Protein
STAT3.10346.5.3,-0.0755705029472506,6.11647489088585,1.602327041159657,0.1749332288018409,0.6483482484970566,-5.1553682123001,Signal transducer and activator of transcription 3,STAT3,STAT3,Protein
TNFSF18.2708.54.2,0.0198813803816257,7.142121740358179,1.5996499398848147,0.7597144718078608,0.524635879143904,-5.159379197524,Tumor necrosis factor ligand superfamily member 18,TNFSF18,TNFSF18,Protein
FGF9.2764.20.2,-0.1840638416466091,5.760821538209497,1.593903831010331,0.6387046280402493,0.352300534909357,-5.167968452611786,Fibroblast growth factor 9,FGF9,FGF9,Protein
PLK1.3394.81.2,-0.0779845846700478,5.5195884506954105,1.5907010605596112,0.0089021361453149,0.2262940151560815,-5.17274414791749,Serine/threonine-protein kinase PLK1,PLK-1,PLK1,Protein
BID.5798.3.3,-0.1864689357733983,8.006301283002008,1.5904143974843634,0.4581151464893906,0.5182964829489694,-5.173171183408938,BH3-interacting domain death agonist,BID,BID,Protein
EPHB6.5078.82.3,0.0354217296834744,8.339497295902166,-1.5829020479023563,0.4999490542051389,0.547661747980201,-5.184338020421072,Ephrin type-B receptor 6,EphB6,EPHB6,Protein
ALB.3707.12.2,-0.281096920416118,11.2806170145788,1.576971807821965,0.3403759571141292,0.4758248810929329,-5.193120227245435,Serum albumin,Albumin,ALB,Protein
CALR.5264.65.3,-0.4643656754259139,8.413642075544526,-1.5768965344407022,0.3280536687290125,0.6283012943007843,-5.193231514386493,Calreticulin,calreticulin,CALR,Protein
ASAH2.3212.30.3,0.0566950464605505,8.387507317425257,1.576689319119614,0.5319328322978668,0.5864497428371941,-5.193537845522501,Neutral ceramidase,ASAH2,ASAH2,Protein
INHBA.2748.3.2,0.1238346559802544,10.576291046516973,1.5748291086131865,0.5397680179747406,0.7757234581098068,-5.196286248096595,Inhibin beta A chain,Activin A,INHBA,Protein
MDK.2911.27.2,-0.1271974655427322,11.145316911302922,1.5635410645583556,0.0417145400375061,0.8746109515286069,-5.212902589717767,Midkine,Midkine,MDK,Protein
LDHB.3890.8.2,0.2738839636870843,7.918400420036403,1.5625814294939593,0.8273653418201186,0.739120469850096,-5.214310334707091,L-lactate dehydrogenase B chain,LDH-H 1,LDHB,Protein
CPB2.3518.54.2,0.1173504994192772,12.454556594831926,-1.557414333268471,0.1779430972475903,0.6166660960538792,-5.221877124832524,Carboxypeptidase B2,TAFI,CPB2,Protein
EFNA4.2614.28.2,-0.0593431054701225,8.085360723145813,1.5540897777657352,0.9131380470196904,0.6442890152753394,-5.226733950232569,Ephrin-A4,Ephrin-A4,EFNA4,Protein
CD83.5065.8.2,-0.1075731293513806,6.863157866662143,1.5449228601159666,0.7780007274933269,0.1161415295139349,-5.240078270866684,CD83 antigen,CD83,CD83,Protein
FGG.4989.7.1,-0.2887619966476707,13.737131009837375,1.5315134765631464,0.9015548747416808,0.5808013782441629,-5.259472322467399,Fibrinogen gamma chain,Fibrinogen g-chain dimer,FGG,Protein
ARSB.3172.28.2,0.0352035448278238,8.270755991843096,-1.5298281651645185,0.7522132937509433,0.3411723041740535,-5.261899184361118,Arylsulfatase B,ARSB,ARSB,Protein
KAT6A.2865.77.2,0.0433596560124307,8.479464083766524,-1.5292276916356171,0.2937363933416091,0.9691342550517974,-5.262763297818975,Histone acetyltransferase KAT6A,MOZ,KAT6A,Protein
SSRP1.5032.64.1,-0.1402190007043275,6.273857603813256,1.5275414953994912,0.081662024048888,0.926453005255705,-5.265188213405701,FACT complex subunit SSRP1,SSRP1,SSRP1,Protein
HSPB1.11103.24.3,0.1046096109378755,6.966518336221312,1.5268684413794278,0.4134494553405927,0.9943539674157028,-5.266155467590627,Heat shock protein beta-1,HSP 27,HSPB1,Protein
MAP2K3.6151.18.3,0.1519927793611249,8.099006297146127,1.5092815846948278,0.640450051891917,0.885979784244267,-5.291295362579457,Dual specificity mitogen-activated protein kinase kinase 3,MP2K3,MAP2K3,Protein
PSMA2.4280.47.2,-0.0615188792591462,7.129322425314636,1.508577943112683,0.1123169711406212,0.7757234581098068,-5.292295803804715,Proteasome subunit alpha type-2,PSA2,PSMA2,Protein
SERPINE1.2925.9.1,-0.138418348355935,7.592929095659332,1.503406565869253,0.0018529547826763,0.5902101357774112,-5.299635739035759,Plasminogen activator inhibitor 1,PAI-1,SERPINE1,Protein
IL1RAP.2630.12.2,-0.0224722151456914,12.403795365302678,-1.5023399303825131,0.502933662132526,0.5301886429386761,-5.301146860984288,Interleukin-1 Receptor accessory protein,IL-1 R AcP,IL1RAP,Protein
LY86.3623.84.4,0.1643325723634439,10.210596270318485,-1.4971234971738645,0.7815059705418639,0.7514760246538629,-5.308523297629099,Lymphocyte antigen 86,LY86,LY86,Protein
F3.4931.59.1,0.079414187507173,8.606225376200522,-1.4918142205726537,0.5750997104762735,0.261607111305933,-5.3160075066782815,Tissue Factor,TF,F3,Protein
WNT7A.4889.82.1,0.1022538662791337,5.666732234076036,-1.4854460022051843,0.782788107144663,0.4858441135651792,-5.324953119064023,Protein Wnt-7a,WNT7A,WNT7A,Protein
CPNE1.5346.24.3,-0.0169482360568795,7.149357932977232,1.483745554761695,0.0242037994893738,0.7719267140271864,-5.327335998173592,Copine-1,CPNE1,CPNE1,Protein
ULBP2.3082.9.2,-0.1676866768896266,6.278402844991509,-1.4831621168315137,0.076090902967225,0.9093276460692572,-5.328153021859377,NKG2D ligand 2,ULBP-2,ULBP2,Protein
CD207.3361.26.2,0.1424867299974306,5.205154775104645,1.4813881365926431,0.2528512942576339,0.6280858320984445,-5.330635469095477,C-type lectin domain family 4 member K,CLC4K,CD207,Protein
NCR1.5104.57.3,-0.1815253523613843,9.75356647097723,1.4798854595969837,0.004776094558102,0.739120469850096,-5.332736184752211,Natural cytotoxicity triggering receptor 1,NKp46,NCR1,Protein
LRRTM3.4453.83.3,-0.0187578136486124,5.910976870615071,-1.4789474344655793,0.3396962604442396,0.7265139399858712,-5.334046560126034,Leucine-rich repeat transmembrane neuronal protein 3,LRRT3,LRRTM3,Protein
TEC.3646.7.4,0.0235720443117153,7.546779138312085,-1.4787512648108236,0.65629094490925,0.0538348001233735,-5.334320505570931,Tyrosine-protein kinase Tec,TEC,TEC,Protein
IL10RB.2631.50.2,0.1294666125371696,8.233947007073816,-1.47765470161726,0.4175955771222249,0.8295330405168072,-5.335851226466482,Interleukin-10 receptor subunit beta,IL-10 Rb,IL10RB,Protein
PPA1.5021.13.1,0.0345755150909741,12.39941413179625,1.4720023233944364,0.4048817249437526,0.7925700172546453,-5.343725399964759,Inorganic pyrophosphatase,PPase,PPA1,Protein
BCL2L2.13097.11.3,0.071346713836355,7.277023920590435,1.4687422825394982,0.9023492622290584,0.9799066357792526,-5.348254581369837,Bcl-2-like protein 2,Apoptosis regulator Bcl-W,BCL2L2,Protein
AIMP1.2714.78.2,-0.0076702101282287,10.157938485254466,-1.4684196446170872,0.0116518940896009,0.9482725486477624,-5.348702333526055,Endothelial monocyte-activating polypeptide 2,EMAP-2,AIMP1,Protein
VCAM1.2967.8.1,0.2775162561948354,11.105952255966278,-1.4675802395729616,0.1391477282905706,0.2313239199096991,-5.349866834390059,Vascular cell adhesion protein 1,VCAM-1,VCAM1,Protein
NCK1.5014.49.1,-0.0702092832420539,7.271364684230154,1.4674305595007588,0.3092278324066843,0.499239865100573,-5.350074421824675,Cytoplasmic protein NCK1,NCK1,NCK1,Protein
HP.3054.3.2,0.3526226741096277,11.985187213254251,1.463449334137367,0.9731891095373908,0.612977817684972,-5.355588912566301,Haptoglobin,"Haptoglobin, Mixed Type",HP,Protein
CAMK2A.3350.53.2,0.0129405535990891,5.923526583767577,1.4633637725586095,0.4563664274926162,0.7168905795244462,-5.355707278486511,Calcium/calmodulin-dependent protein kinase type II subunit alpha,CAMK2A,CAMK2A,Protein
CD55.5069.9.3,-0.0564060378982252,11.260073936770157,1.461959684465128,0.2588670490456984,0.8385656304064909,-5.357648807653312,Complement decay-accelerating factor,DAF,CD55,Protein
HAPLN1.3196.6.2,0.0887509912560881,7.844995611136849,1.4610656201827956,0.1496066153052839,0.9125689291582288,-5.358884220487194,Hyaluronan and proteoglycan link protein 1,HPLN1,HAPLN1,Protein
LSAMP.2999.6.2,0.0112859223814891,8.070518119125587,-1.459341460070854,0.1174281483621212,0.5443090997661443,-5.361264740002619,Limbic system-associated membrane protein,LSAMP,LSAMP,Protein
POMC.2558.51.3,-0.0601106534994928,6.571145589867434,1.4588840916353742,0.2026613643313237,0.5390988357747469,-5.361895797740116,Beta-endorphin,b-Endorphin,POMC,Protein
NRP1.5542.22.2,0.1908094298016469,11.082459313938298,-1.4583010479230871,0.1007075391727952,0.7812308053341575,-5.3626999995118085,Neuropilin-1,NRP1,NRP1,Protein
CCL17.3519.3.2,0.02884973540033,7.297704337922041,1.4560743456450358,0.40326309103022,0.9625808890841954,-5.365768670821359,C-C motif chemokine 17,TARC,CCL17,Protein
ELANE.5308.89.2,-0.1981983906712296,7.056395916302931,-1.4539348288077385,0.476271976329251,0.0091719565690203,-5.36871322307737,Neutrophil elastase,Elastase,ELANE,Protein
KYNU.4559.64.2,0.0008261557624206198,7.201270668917667,-1.451332119937192,0.6954677720302527,0.9802230295223204,-5.372290008789292,Kynureninase,KYNU,KYNU,Protein
IL17RD.3376.49.2,-0.1136435039657601,6.475940878936953,-1.4502354055659992,0.79844807273612,0.0686288867574607,-5.373795449589485,Interleukin-17 receptor D,IL-17 RD,IL17RD,Protein
FABP1.11516.7.3,0.0344294623677656,8.754122317895884,1.4496351616363954,0.9933839468495478,0.8178584529050961,-5.374618960960822,"Fatty acid-binding protein, liver",FABPL,FABP1,Protein
AIF1.2849.49.1,0.0277336695025638,8.585658813392769,-1.443965821915769,0.0021735777974133,0.8522508112813197,-5.382381954876244,Allograft inflammatory factor 1,AIF1,AIF1,Protein
EIF4G2.4230.1.2,-0.171300458464564,6.436385944455965,1.441490102656748,0.795087632024879,0.408608168762498,-5.385763359558489,Eukaryotic translation initiation factor 4 gamma 2,IF4G2,EIF4G2,Protein
IL17D.4136.40.2,-0.3024329629324602,5.682244905948488,1.436427704853673,0.0069979223412463,0.7734483409549469,-5.392661461182208,Interleukin-17D,IL-17D,IL17D,Protein
YWHAB.YWHAE.YWHAG.YWHAH.YWHAQ.YWHAZ.SFN.4179.57.3,-0.0084884502934091,6.682582867052196,1.4359991271404036,0.6199952890025022,0.1847185401072068,-5.393244444576597,14-3-3 protein family,14.03.2003,"YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,SFN",Protein
LBP.3074.6.2,0.3985764913581494,15.797829803382564,1.4332017571611635,0.0060954364901931,0.1311512031688058,-5.397045786652497,Lipopolysaccharide-binding protein,LBP,LBP,Protein
TBK1.3400.49.2,0.0644962234297493,5.764556250836261,-1.4313619834593874,0.0304094450258405,0.2516162485024774,-5.399542212065213,Serine/threonine-protein kinase TBK1,TBK1,TBK1,Protein
FABP5.4985.11.1,-0.1487752681592752,7.301550341624448,-1.427952683202631,0.1548393565910481,0.7725417230079409,-5.404160718387061,"Fatty acid-binding protein, epidermal",FABPE,FABP5,Protein
POMC.9204.33.3,0.0616060346230728,7.038660797759087,1.4258862372977246,0.0051963719682829,0.7925700172546453,-5.406955254805644,Pro-opiomelanocortin,Corticotropin-lipotropin,POMC,Protein
EPS15L1.4212.5.3,0.2451634493952235,6.145365586111159,-1.4233977083715712,0.0741174934683668,0.7412628558695984,-5.410315745764924,Epidermal growth factor receptor substrate 15-like 1,EP15R,EPS15L1,Protein
FGF7.4487.1.1,-0.2401245500181577,8.044716813538098,1.4225886349656331,0.0707618847316265,0.5390988357747469,-5.411407171655392,Fibroblast growth factor 7,FGF7,FGF7,Protein
FTCD.9213.24.3,-0.0750738472525507,11.405010963808808,-1.4185926401153002,0.2835219948753937,0.4183196288971328,-5.41678948439111,Formimidoyltransferase-cyclodeaminase,FTCD,FTCD,Protein
MAPK9.5244.12.3,-0.3077008241194121,5.232296735080774,-1.4177045631925935,0.0022442535479393,0.6114878768447024,-5.417983802663645,Mitogen-activated protein kinase 9,JNK2,MAPK9,Protein
PDE2A.5246.64.3,-0.0422656492455326,8.380308444949886,-1.4111185807351103,0.0030404887680268,0.5300760428697616,-5.426819787821276,"cGMP-dependent 3',5'-cyclic phosphodiesterase",cGMP-stimulated PDE,PDE2A,Protein
PDE9A.5201.50.4,-0.0456058413669075,6.178769755532128,1.405673949991159,0.0666514655578338,0.915779973023677,-5.434096412683648,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",PDE9A,PDE9A,Protein
MDM2.4245.80.2,-0.0284931563170714,5.4539281642377855,-1.402304506816499,0.2960006952319066,0.3861714282219599,-5.438586850169139,E3 ubiquitin-protein ligase Mdm2,MDM2,MDM2,Protein
VEGFA.4867.15.2,-0.2569435260984639,6.748914803351138,1.401095097905101,0.6990827785888685,0.7934727110420149,-5.440196244009371,"Vascular endothelial growth factor A, isoform 121",VEGF121,VEGFA,Protein
ACAN.3280.49.2,0.1858859863684872,7.653664050686492,-1.394606418609617,0.1615430554014437,0.9548496056141558,-5.448809438404828,Aggrecan core protein,Aggrecan,ACAN,Protein
EREG.4956.2.1,-0.1150679707935197,7.527815312390306,1.392937497386153,0.3085053770782378,0.952208235522787,-5.451018939929532,Epiregulin,EPI,EREG,Protein
RPS3A.5484.63.3,-0.065272213319391,6.844102022192763,-1.3917175186014985,0.0875838084707343,0.3278144058501575,-5.452632565172087,40S ribosomal protein S3a,RS3A,RPS3A,Protein
ADGRE2.4546.27.3,-0.1486387794209726,5.347768780978766,1.3909748873378616,0.00023095127308351968,0.8678094551968087,-5.4536141913109,Adhesion G protein-coupled receptor E2,EMR2,ADGRE2,Protein
TNFRSF10D.14121.24.3,-0.1458833796316825,7.400020906968063,1.3886420983981227,0.275744892107202,0.4479163102243674,-5.456694632905297,Tumor necrosis factor receptor superfamily member 10D,TRAIL R4,TNFRSF10D,Protein
CNDP2.3192.3.2,0.150066633878166,7.555366725698565,-1.3875604046989665,0.0026737348102368,0.7925700172546453,-5.4581214155809175,Cytosolic non-specific dipeptidase,Glutamate carboxypeptidase,CNDP2,Protein
ACVR1B.2806.49.2,-0.4063442413715199,5.652505883578699,-1.3874461241735812,0.0269075048947183,0.1516818004346926,-5.45827209573538,Activin receptor type-1B,Activin RIB,ACVR1B,Protein
ADCYAP1.8446.4.3,0.0129914494792936,5.952453754608161,1.385670851634908,0.8805210755860904,0.8234989875529309,-5.460611366863441,Pituitary adenylate cyclase-activating polypeptide 27,PACAP-27,ADCYAP1,Protein
PAFAH1B2.2642.4.1,0.1749032390770463,9.43721477065054,1.3836152547081788,0.2156115123111326,0.0579206468010692,-5.463316625991064,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH beta subunit,PAFAH1B2,Protein
CDH3.2643.57.2,0.1318654575961644,12.36387051703326,-1.3806669204442914,0.9975038091404568,0.6528584102581613,-5.467190405371735,Cadherin-3,P-Cadherin,CDH3,Protein
LEP.8484.24.3,0.0742258955839304,9.188658667240446,1.3800394740290671,0.2529447250013379,0.6469799036838847,-5.468013831348792,Leptin,Leptin,LEP,Protein
CD59.11514.196.3,-0.3823375132594081,7.574649371033573,1.3738150492628731,0.2521175794442746,0.7563875991990716,-5.4761640090973485,CD59 glycoprotein,CD59,CD59,Protein
SERPINF1.9211.19.3,-0.1687707843433083,13.79648096779118,-1.372944690620186,0.3657395677401951,0.90959826556108,-5.477300977558158,Pigment epithelium-derived factor,PEDF,SERPINF1,Protein
CCL13.4144.13.1,0.0304331928392309,6.402508494529781,-1.3729073108746963,0.8044383394706371,0.885979784244267,-5.477349792869961,C-C motif chemokine 13,MCP-4,CCL13,Protein
BMP1.3348.49.2,-0.0559558799446348,8.665298785901488,-1.3723954261349085,0.8162901333245709,0.6140554328972296,-5.478018156721693,Bone morphogenetic protein 1,BMP-1,BMP1,Protein
RTN4R.5105.2.3,-0.2712613851193215,8.2818723057098,1.3714976062689723,0.4571016439460325,0.5825264606613415,-5.479189885912444,Reticulon-4 receptor,Nogo Receptor,RTN4R,Protein
TNFRSF10A.4832.75.2,0.076401432475419,7.473201313698753,-1.3708746144583768,0.2604706054767499,0.8940331766304698,-5.4800025321507695,Tumor necrosis factor receptor superfamily member 10A,TRAIL R1,TNFRSF10A,Protein
SPTAN1.5031.10.1,0.1183914595149766,5.344546961754624,1.3653805803328014,0.0399132889725226,0.739120469850096,-5.487154552713959,"Spectrin alpha chain, non-erythrocytic 1",SPTA2,SPTAN1,Protein
STK16.3471.49.1,0.223121251038162,8.827067743098675,-1.3644619985195736,0.7752673693762753,0.7137779670655354,-5.488347794547147,Serine/threonine-protein kinase 16,STK16,STK16,Protein
BMPR1A.4859.6.1,-0.139230194810058,6.934027501384494,1.3628895080724608,0.3606057570028735,0.8633937372080992,-5.490388770528928,Bone morphogenetic protein receptor type-1A,BMPR1A,BMPR1A,Protein
PRDX5.5017.19.1,-0.0145334644937675,6.121366680416557,1.359943838205856,0.1522886752286111,0.9215877108340272,-5.494206266912661,"Peroxiredoxin-5, mitochondrial",Peroxiredoxin-5,PRDX5,Protein
IL6.4673.13.2,-0.0041446753479545,5.762530645579898,1.358503850849829,0.4817230230128577,0.9548496056141558,-5.4960697091581485,Interleukin-6,IL-6,IL6,Protein
CXCL8.3447.64.2,-0.1664448046947996,7.445461684449223,1.356323698946067,0.00013812209943760067,0.5051724211501188,-5.4988875535652735,Interleukin-8,IL-8,CXCL8,Protein
BMX.3414.40.2,-0.0394601895209683,6.135563380950489,-1.3543389526895615,0.4204148236035289,0.051775323079653,-5.501449251480691,Cytoplasmic tyrosine-protein kinase BMX,BMX,BMX,Protein
F11.2190.55.1,0.297711268319265,9.005397892257225,-1.3541202792941749,0.9495853913355324,0.5098910912193867,-5.501731282661932,Coagulation Factor XI,Coagulation Factor XI,F11,Protein
